index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.889072787236373,0.9884294946663552,0.8834697399922053,0.9330070043143048,0.650968269521053,0.7610893296454966,63472,743,[2 1 0],[0.         0.46625084 1.        ],[0.         0.98842949 1.        ]
