index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8468194375144515,0.9046484466246204,0.8998698804139043,0.9022528364305629,0.5484496783275983,0.7723286786475743,58092,6123,[2 1 0],[0.         0.35999109 1.        ],[0.         0.90464845 1.        ]
