index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8624332185320855,0.9482986841080744,0.8840865866229185,0.9150675462455107,0.5652214888294387,0.7518281123815043,60895,3320,[2 1 0],[0.         0.44464246 1.        ],[0.         0.94829868 1.        ]
