index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.765920885,0.984486662,0.774396844,0.866894665,0.002361715,0.500350822,44359,699,[2. 1. 0.],[0.         0.98378502 1.        ],[0.         0.98448666 1.        ]
