index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.7659208853146372,0.9844866616361134,0.7743968436856254,0.8668946648426812,0.002361714754214671,0.5003508216828557,44359,699,[2. 1. 0.],[0.         0.98378502 1.        ],[0.         0.98448666 1.        ]
