index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.7730006529882806,0.9902348084690843,0.7774796124625357,0.871054018702536,0.06473664082176327,0.5090485857205349,44618,440,[2. 1. 0.],[0.         0.97213764 1.        ],[0.         0.99023481 1.        ]
