index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.7194040622744613,0.9008611123440898,0.77385468895964,0.8325419696239398,-0.0030191470338184435,0.49892324801126536,40591,4467,[2. 1. 0.],[0.         0.90301462 1.        ],[0.         0.90086111 1.        ]
