index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8470460718112277,0.8909478466517301,0.9157537861220835,0.9031805241200916,0.5406714264753413,0.7807871657917899,57263,7009,[2. 1. 0.],[0.         0.32937352 1.        ],[0.         0.89094785 1.        ]
