index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8738569257219745,0.9334858103061987,0.9111576837213541,0.9221866137919905,0.5907325088897059,0.7838618247479474,59997,4275,[2. 1. 0.],[0.         0.36576216 1.        ],[0.         0.93348581 1.        ]
