index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8959584381930082,0.9893110530246453,0.89243357801513,0.9383785538772588,0.645284234233745,0.7550656803200005,63585,687,[2. 1. 0.],[0.         0.47917969 1.        ],[0.         0.98931105 1.        ]
