acc,recall,precision,f1,mcc,auc,tp,fn,fpr,tpr,threshold
0.8926020128755887,0.9578291676399595,0.9095439488938838,0.9330622956788205,0.6681682618946557,0.8085815475089974,61507,2708,[0.         0.34066607 1.        ],[0.         0.95782917 1.        ],[2 1 0]
