index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.871689133630678,0.9252396066716455,0.9154261787841936,0.9203067328004457,0.5915237968377532,0.7908678963707109,59467,4805,[2. 1. 0.],[0.         0.34350381 1.        ],[0.         0.92523961 1.        ]
