index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8730989735315321,0.9153076393973685,0.9202284286606586,0.9177614380902589,0.6400802941702411,0.82208630131215,41252,3817,[2 1 0],[0.         0.27113504 1.        ],[0.         0.91530764 1.        ]
