index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.898520374884136,0.9830482149592846,0.8959011586759145,0.9374537144791687,0.6925252814450068,0.7963614719500343,44305,764,[2 1 0],[0.         0.39032527 1.        ],[0.         0.98304821 1.        ]
