index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8692540080332315,0.920677183873616,0.9112350667603655,0.9159317918437171,0.622166197531111,0.8071048365345788,41494,3575,[2 1 0],[0.         0.30646751 1.        ],[0.         0.92067718 1.        ]
