acc,recall,precision,f1,mcc,auc,tp,fn,fpr,tpr,threshold
0.8743005252497511,0.8934966384876523,0.9410403813796971,0.916652439648991,0.6654814555255583,0.8511004308519845,40269,4800,[0.         0.19129578 1.        ],[0.         0.89349664 1.        ],[2 1 0]
