index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8557279686909952,0.9021278484102154,0.9105527188031891,0.9063207052975334,0.5927933031823861,0.799649867036255,40658,4411,[2 1 0],[0.         0.30282811 1.        ],[0.         0.90212785 1.        ]
