index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.9066763009380957,0.9901823500124471,0.9026964156536786,0.9444176504195945,0.6859065446866015,0.7806759721556891,63641,631,[2. 1. 0.],[0.         0.42883041 1.        ],[0.         0.99018235 1.        ]
