index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.8955262928403244,0.9609627831715211,0.9131135422826729,0.9364273151798169,0.6512146793995167,0.7967906995810098,61763,2509,[2. 1. 0.],[0.         0.36738138 1.        ],[0.         0.96096278 1.        ]
