index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.9071746253223536,0.9473332088623351,0.9374008898742168,0.9423408783130199,0.7046796532595587,0.8465802757445388,60887,3385,[2. 1. 0.],[0.         0.25417266 1.        ],[0.         0.94733321 1.        ]
