index,acc,recall,precision,f1,mcc,auc,tp,fn,threshold,fpr,tpr
test,0.878869800296503,0.9127302713467762,0.9344664447170142,0.9234704720226055,0.6343378991930381,0.8277785256840152,58663,5609,[2. 1. 0.],[0.         0.25717322 1.        ],[0.         0.91273027 1.        ]
