acc,recall,precision,f1,mcc,auc,tp,fn,fpr,tpr,threshold
0.9010327772863745,0.9363019666417725,0.939870056850128,0.9380826188620421,0.6917008047149411,0.8478159204966067,60178,4094,[0.         0.24067013 1.        ],[0.         0.93630197 1.        ],[2. 1. 0.]
